id,truth
822,0.1561643328
823,0.1566830875
824,0.1572583124
825,0.1578886157
826,0.1585724850
827,0.1593082931
828,0.1600943050
829,0.1609286845
830,0.1618095011
831,0.1627347371
832,0.1637022951
833,0.1647100055
834,0.1657556336
835,0.1668368880
836,0.1679514278
837,0.1690968702
838,0.1702707988
839,0.1714707709
840,0.1726943254
841,0.1739389901
842,0.1650522897
843,0.1663317527
844,0.1676249190
845,0.1689293468
846,0.1702426194
847,0.1715623525
848,0.1728861995
849,0.1742118591
850,0.1755370800
851,0.1768596674
852,0.1781774879
853,0.1794884750
854,0.1807906333
855,0.1820820432
856,0.1833608649
857,0.1846253421
858,0.1858738053
859,0.1871046747
860,0.1883164629
861,0.1895077769
862,0.1906773201
863,0.1918238937
864,0.1929463977
865,0.1940438317
866,0.1951152949
867,0.1961599864
868,0.1971772046
869,0.1981663463
870,0.1991269058
871,0.1899084733
872,0.1908107329
873,0.1916834611
874,0.1925265235
875,0.1933398729
876,0.1941235460
877,0.1948776600
878,0.1956024094
879,0.1962980624
880,0.1969649566
881,0.1976034953
882,0.1982141432
883,0.1987974220
884,0.1993539057
885,0.1998842164
886,0.2003890193
887,0.2008690182
888,0.2013249505
889,0.2017575825
890,0.2021677047
891,0.2025561268
892,0.2029236734
893,0.2032711787
894,0.2035994825
895,0.2039094256
896,0.2042018451
897,0.2044775706
898,0.2047374199
899,0.2049821953
900,0.1950626796
901,0.1952796330
902,0.1954837895
903,0.1956758538
904,0.1958564988
905,0.1960263629
906,0.1961860476
907,0.1963361153
908,0.1964770880
909,0.1966094455
910,0.1967336244
911,0.1968500166
912,0.1969589697
913,0.1970607857
914,0.1971557216
915,0.1972439891
916,0.1973257559
917,0.1974011455
918,0.1974702394
919,0.1975330775
920,0.1975896603
921,0.1976399507
922,0.1976838758
923,0.1977213296
924,0.1977521754
925,0.1977762488
926,0.1977933601
927,0.1978032982
928,0.1978058334
929,0.1876507208
930,0.1876377045
931,0.1876165203
932,0.1875869006
933,0.1875485773
934,0.1875012862
935,0.1874447711
936,0.1873787873
937,0.1873031058
938,0.1872175175
939,0.1871218365
940,0.1870159045
941,0.1868995945
942,0.1867728139
943,0.1866355089
944,0.1864876672
945,0.1863293216
946,0.1861605530
947,0.1859814931
948,0.1857923277
949,0.1855932983
950,0.1853847051
951,0.1851669084
952,0.1849403307
953,0.1847054581
954,0.1844628413
955,0.1842130966
956,0.1839569064
957,0.1836950198
958,0.1732782519
959,0.1730074840
960,0.1727336629
961,0.1724577996
962,0.1721809680
963,0.1719043034
964,0.1716290008
965,0.1713563118
966,0.1710875428
967,0.1708240516
968,0.1705672446
969,0.1703185727
970,0.1700795280
971,0.1698516395
972,0.1696364691
973,0.1694356065
974,0.1692506646
975,0.1690832748
976,0.1689350813
977,0.1688077361
978,0.1687028928
979,0.1686222018
980,0.1685673036
981,0.1685398232
982,0.1685413642
983,0.1685735023
984,0.1686377795
985,0.1687356977
986,0.1688687129
987,0.1588882283
988,0.1590955892
989,0.1593420762
990,0.1596288996
991,0.1599571936
992,0.1603280106
993,0.1607423159
994,0.1612009820
995,0.1617047838
996,0.1622543936
997,0.1628503769
998,0.1634931874
999,0.1641831636
1000,0.1649205244
1001,0.1657053666
1002,0.1665376611
1003,0.1674172503
1004,0.1683438462
1005,0.1693170281
1006,0.1703362414
1007,0.1714007960
1008,0.1725098661
1009,0.1736624899
1010,0.1748575692
1011,0.1760938710
1012,0.1773700278
1013,0.1786845392
1014,0.1800357743
1015,0.1814219737
1016,0.1726912527
1017,0.1741416042
1018,0.1756209027
1019,0.1771269086
1020,0.1786572726
1021,0.1802095406
1022,0.1817811595
1023,0.1833694824
1024,0.1849717756
1025,0.1865852243
1026,0.1882069400
1027,0.1898339673
1028,0.1914632919
1029,0.1930918480
1030,0.1947165263
1031,0.1963341825
1032,0.1979416457
1033,0.1995357269
1034,0.2011132282
1035,0.2026709514
1036,0.2042057074
1037,0.2057143251
1038,0.2071936608
1039,0.2086406072
1040,0.2100521031
1041,0.2114251420
1042,0.2127567818
1043,0.2140441534
1044,0.2152844701
1045,0.2063250357
1046,0.2074632540
1047,0.2085466363
1048,0.2095728102
1049,0.2105395271
1050,0.2114446701
1051,0.2122862610
1052,0.2130624677
1053,0.2137716102
1054,0.2144121673
1055,0.2149827819
1056,0.2154822670
1057,0.2159096100
1058,0.2162639775
1059,0.2165447192
1060,0.2167513712
1061,0.2168836590
1062,0.2169415000
1063,0.2169250052
1064,0.2168344809
1065,0.2166704288
1066,0.2164335469
1067,0.2161247285
1068,0.2157450617
1069,0.2152958279
1070,0.2147784992
1071,0.2141947365
1072,0.2135463855
1073,0.2128354737
1074,0.2019142056
1075,0.2010849577
1076,0.2002002736
1077,0.1992628580
1078,0.1982755700
1079,0.1972414163
1080,0.1961635441
1081,0.1950452333
1082,0.1938898880
1083,0.1927010280
1084,0.1914822800
1085,0.1902373682
1086,0.1889701044
1087,0.1876843783
1088,0.1863841470
1089,0.1850734251
1090,0.1837562732
1091,0.1824367876
1092,0.1811190893
1093,0.1798073124
1094,0.1785055933
1095,0.1772180596
1096,0.1759488183
1097,0.1747019447
1098,0.1734814715
1099,0.1722913774
1100,0.1711355761
1101,0.1700179055
1102,0.1689421168
1103,0.1577618645
1104,0.1567806957
1105,0.1558520405
1106,0.1549792018
1107,0.1541653469
1108,0.1534134978
1109,0.1527265226
1110,0.1521071282
1111,0.1515578516
1112,0.1510810532
1113,0.1506789101
1114,0.1503534096
1115,0.1501063437
1116,0.1499393036
1117,0.1498536757
1118,0.1498506369
1119,0.1499311515
1120,0.1500959683
1121,0.1503456185
1122,0.1506804138
1123,0.1511004455
1124,0.1516055840
1125,0.1521954795
1126,0.1528695622
1127,0.1536270442
1128,0.1544669214
1129,0.1553879766
1130,0.1563887821
1131,0.1574677043
1132,0.1484729077
1133,0.1497023603
1134,0.1510038389
1135,0.1523749356
1136,0.1538130639
1137,0.1553154667
1138,0.1568792229
1139,0.1585012565
1140,0.1601783444
1141,0.1619071257
1142,0.1636841108
1143,0.1655056910
1144,0.1673681490
1145,0.1692676685
1146,0.1712003449
1147,0.1731621963
1148,0.1751491744
1149,0.1771571754
1150,0.1791820514
1151,0.1812196215
1152,0.1832656839
1153,0.1853160265
1154,0.1873664388
1155,0.1894127233
1156,0.1914507068
1157,0.1934762514
1158,0.1954852659
1159,0.1974737167
1160,0.1994376384
1161,0.1912231442
1162,0.1931264366
1163,0.1949938168
1164,0.1968216947
1165,0.1986065979
1166,0.2003451809
1167,0.2020342334
1168,0.2036706886
1169,0.2052516306
1170,0.2067743018
1171,0.2082361093
1172,0.2096346317
1173,0.2109676241
1174,0.2122330236
1175,0.2134289539
1176,0.2145537294
1177,0.2156058585
1178,0.2165840465
1179,0.2174871984
1180,0.2183144200
1181,0.2190650193
1182,0.2197385075
1183,0.2203345984
1184,0.2208532080
1185,0.2212944535
1186,0.2216586516
1187,0.2219463159
1188,0.2221581542
1189,0.2222950654
1190,0.2122081350
1191,0.2121986315
1192,0.2121180005
1193,0.2119678604
1194,0.2117499955
1195,0.2114663506
1196,0.2111190238
1197,0.2107102596
1198,0.2102424413
1199,0.2097180835
1200,0.2091398237
